parent_asin,date_first_available,title,description,filename,main_category,categories,store,average_rating,rating_number,price
B0CCY98XQJ,2023-07-27,BODOAO Women Sleeveless Cami Tank Tops Sunflower Print Bandages Vest Strappy Shirt Summer Workout T-Shirt Basic Slim Fit Tee,3 8 10 12 36 40 55 80 3000 rose tank top women t tops for r lace 6x hd sequined gay baseball girls white o neck big-tall kids womens workout turtleneck 3d men motorcycle run chiffon 3t lips denim long ribbed modal steminist laceback floral goth 4t 4th 3xl bling pink wide strap scoop cami v sleeveless henley shirts button tunic tees base layer dry fit sleeve crew cute color block stretch cotton built-in shelf bra v-shape yoga basic running mesh exercise gym summer sexy backless open back activewear sports quick muscle sport tanks pack blouse hoodies casual graphic tee shirt sweaters active down strappy racerback loose athletic with scoop-neck everyday flowy blouses flex women's mini-ribbed flat knit jersey racer clothes red plus size crop patriotic cropped razorback baby high spaghetti kilt slim dress stripped 9xl t-shirts swing teen girl blue uk 2x tan t-shirt 80s wife fishing birthday hike swim gray mom xl scrub black teens suit swiming fly bike club rain batwing car knotted clerical cap farm camo bat tie stripe low cut cowboy zip fun tool no collar work fleece pyjama set undershirt layering fitted boho straps soft camisole adjustable camis burnout slub pleated closure built in cup compression short v-neck seamless fitting leggings trim asymmetrical buttons print crochet of slim-fit tight lycra camisoles paisley printed flare it's being bad iracerback vest cowl-neck tanktop classic novelty maternity clip nursing criss cross twist knot waffle solid length halter vests side split active-fitness tech short-sleeve crewneck dynamic deep wrap beach longline dolphin hem usa made thick comfy dressy velvet dani lady rocker loungewear elastika hollow screen yarn net navel jacket o-neck fashion ruffles blend perspective puff irregular reflective zipper punk wind dance jazz section umbilical hooded bright silk me rib 4xl z wife-beater yellow 3x s g 5x stars on plaid july bodysuit 5xl breastfeeding asexual highneck 4x fancy 1x ivory up beige 90s ny mock owl ladies mauve,meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Tops, Tees & Blouses', 'Tanks & Camis']",BODOAO,3.6,105.0,5.99
B0C3MJ7JD2,2023-04-26,adidas Originals Women's Originals Blocked Space Dye 6-Pack Super No Show,"The sneaker sock no one will know you're wearing. doesn't slip, doesn't slide down, and gives you all the coverage you need. built in a lightweight construction with soft polyester yarns, the 6-pair blocked space dye is the must-have item to complement any originals footwear. all over space dye design gives this casual sock a premium look.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Active', 'Athletic Socks']",adidas Originals,4.6,364.0,
B0C47GNXQQ,2023-05-04,"Greek Letters, 4"" Tall, Rhinestone, Iron-on Transfer (Zeta)",Greek rhinestone iron on letters,meta_Arts_Crafts_and_Sewing,Amazon Home,"['Arts, Crafts & Sewing', 'Sewing', 'Trim & Embellishments', 'Iron-on Transfers']",Wholesale Applique,4.6,212.0,6.99
B0BRXD7CLH,2023-01-09,"6 Ft Giant Inflatable Beach Balls 72 Inch 4th of July Red White and Blue Patriotic Beach Balls Summer Toys Games Independence Day Party Favors for Kids Hawaiian, Beach, and Pool Party","Features: 72 Inch in diameter: You'll be receiving a beach ball that has a diameter of 72 inches, and designed with the novelty red white and blue color. Encourage healthy, active play outdoors  Bringing fun: A fun beach games for kids and adults, men and women, great for birthday parties, days at the beach, throwing around in the pool, or playing at the park, take this beach ball with you to maximize the fun with friend and family  Ideal gift: Birthday, holiday or anything in between. This game of ground ball will become an unforgettable gift. It is also a carnival prize that boys and girls will love, a unique birthday party gift  Specifications: Material: PVC Color: red white and blue Size: 72 inches after being fully inflated  Package includes: 1 x Extra large beach ball  Notes: Manual measurement, please allow slight errors on size. The color may exist a slight difference due to different screen displays.",meta_Toys_and_Games,,"['Toys & Games', 'Sports & Outdoor Play', 'Pools & Water Toys', 'Beach Balls']",Zhanmai,3.5,7.0,
B088LDLMJM,2023-08-04,Men's Nintendo Super Mario Party T-Shirt,"The whole gang is here and they're ready to earn some points with the Nintendo Super Mario Party Navy Blue T-Shirt! Donkey Kong, Bowser, Luigi, Mario, Toad, and a Goomba are printed in a distressed collage on the front of this classic blue Nintendo tee.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Men', 'Shirts', 'T-Shirts']",Fifth Sun,4.4,11.0,
B0BT365Y2P,2023-01-25,"Fun Express 7 1/2"" x 9"" Medium White Paper Gift Bags with Heart Window and Tag, 12 Piece","These versatile gift bags are perfect additions to wedding or Valentine supplies. Material: Paper with nylon handles.  Size: 7 1/2"" x 3 1/2"" x 9"" with 4"" handles. (12 pcs./unit)",meta_Health_and_Household,,"['Health & Household', 'Stationery & Gift Wrapping Supplies', 'Gift Wrapping Supplies', 'Gift Bags']",Fun Express,5.0,1.0,9.04
B0C2LYJ82M,2023-04-16,M51 M1951 Parka Men's Outdoors Windbreaker Fishtail Coat,"The M51 windbreaker began service in the 1950s, and as an equipment for dealing with cold weather, the fishtail design on the back is the biggest feature that sets it apart from other M-series windbreakers! From the initial soldier equipment to the current fashionable items, it is enough to prove its classic design! Wearing such a warm and handsome outfit during the autumn and winter seasons, you are the most beautiful among the crowd!
Note
：Maybe our size is not a standard European size. Please carefully compare our size chart before ordering. Our size chart is measured manually, and it is normal to have an error of 1-2cm. If are not sure about the size, you can contact our customer service at any time to help you refer to the size
Note
:Because the light is different from the monitor when taking pictures, the products and pictures may have a little color difference",meta_Clothing_Shoes_and_Jewelry,Sports & Outdoors,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Jackets & Coats', 'Lightweight Jackets', 'Windbreakers']",Generic,5.0,1.0,69.9
B0C3YMP64X,2023-04-30,"1 1/4 Inch Wide Genuine Leather Western Style Belt, Casual Or Work Leather Belt",This a 1 1/4 inch wide genuine leather western style belt. White stitching on the sides. Buckle is removeable. Belt size is not the same as pants size. Belt size should be at least one size bigger than your pants size as the belt goes over pants and shirt.,meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Belts']",Generic,5.0,1.0,22.99
B0BYMRP1XG,2023-03-16,12 Cavities Cute Owl Shaped Silicone Chocolate Candy Cake Mold,"Material: Silicone.Easy to Clean and Easy come out; Size:20cm(L)*15.3cm(W)*1.6cm(H)/7.87 inch (L)*6.02 inch(W)*0.62 inch(H); Heat Resistant Temperature -40 to +230 Centigrade; Safe in microwave oven,toaster and refrigetator; Suitable for making chocolate, candy, handmade soap, resin,crayons and so on.",meta_Home_and_Kitchen,,"['Home & Kitchen', 'Kitchen & Dining', 'Bakeware', 'Candy Making Supplies', 'Chocolate Molds']",zqzeen,4.6,36.0,4.99
B0C2TGGF3Q,2023-04-18,Kacctyen 3 Pcs Women's Crossbody Straw Bag Woven Beach Shoulder Purse Bohemia Rattan Tassel Earrings Pendant Tassel Long Hollowed out Necklace Summer Boho Purse for Women,"Features: Our handmade earrings for women are full of Bohemian style, delicate and stylish, wearing them will improve your whole temperament and bringing you a nice mood. These boho accessories for women are nice gifts for your friends, colleagues, classmates, relatives, neighbors and family members. They will be delighted with this gift.  Specifications: Material: mainly straw, rattan and alloy Color: bright colors Size of the bag: about 9.5 x 8 x 5 inches/ 24.13 x 20.32 x 12.7 cm  Package includes: 1 x Straw handbag 1 Pair of rattan earrings 1 x Tassel necklace  Notes: Manual measurement, please allow slight errors on size. The color may exist a slight difference due to different screen displays.",meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Women', 'Handbags & Wallets', 'Shoulder Bags']",Kacctyen,3.3,11.0,15.99
B00KYSGAYS,2023-06-14,FJC Finejewelers Sterling Silver Snowflake Pendant Necklace Chain Included,"This delightful Finejewelers Sterling Silver Snowflake Pendant Necklace - Chain Included, crafted in 925 Sterling Silver . This style measures 18.00 mm wide, 28.00 mm long.18 inches Sterling Silver Chain included. GIFT CARD OPTION WILL NOT BE AVAILABLE FOR THIS ITEM!",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Necklaces', 'Pendant Necklaces']",FJC Finejewelers,3.0,1.0,31.99
B0CB36B5Q2,2023-07-04,"anjsindra Ergonomic Gaming Chair, Office Chair High Back, PU Leather Height Adjustable Swivel Computer Chair, Pink","anjsindra Ergonomic Gaming Chair, Office Chair High Back, PU Leather Height Adjustable Swivel Computer Chair, Pink",meta_Home_and_Kitchen,Amazon Home,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture', 'Gaming Chairs', 'Computer Gaming Chairs']",anjsindra,5.0,2.0,79.99
B0C3M87VX9,2023-02-25,"CWNOTBHY Bluetooth Earbuds Wireless Ear Buds Touch Control Wireless Earphones with HiFi Stereo Audio, Noise Reduction, IPX7 Waterproof Headphones, LED Charging Case, Built-in Mic for Sport/Work","IPX7 Waterproof
This bluetooth earbuds with microphone is waterproof to prevent rain and sweat from entering during exercise. So you can listen to music and make calls at any time without worrying about weather conditions or situations.
Large 2000mAh Battery
LED digital display allows you to check the battery level of the charging case at a glance. When you are on the road and your phone is out of charge, you can use the output port on the case to charge your phone in case of emergency!
HiFi Deep Bass Sound
Adopting Bluetooth 5.1 and lossless HD Rendering Technology that Produce Incredible Sound Quality with Deep Bass and Crystal Crisp Treble. Just like you were at the concert.
Intelligent Touch Control
High-accuracy touch panel has been applied to shape the sleek body. No pressure during touch control of music play / pause, answer call / hang up, volume +/-, next song / previous song, activate siri.
Ergonomical Design
Use the ergonomically designed with gel-flexible silicone earcaps to ensure your In-Ear Headphones fit comfortably to the ears. Even if you exercise, it will not fall.
Automatic Pairing in One Step
Take the wireless earbuds out of the charging case, they will turn on and pair automatically. Then activate your phone's Bluetooth to search for “HBQ-Q82TWS” and connect. After the first successful connection, the Bluetooth earbuds will automatically connect to the last paired device when you restart.
Packing List
Bluetooth Headphones *2
Charging Case *1
Charging Cable *1
User Manual *1
Ear Caps *6 (S/M/L One pair each)",meta_Electronics,All Electronics,"['Electronics', 'Headphones, Earbuds & Accessories', 'Headphones & Earbuds', 'Earbud Headphones']",CWNOTBHY,4.5,60.0,9.99
B0C9DQ9PYQ,2023-04-18,HugOutdoor 10Pcs Colour Suction Cup Darts (4.3 Inch Large Size) Silicone Sucker Soft Dart Kids Sticky Toy Indoor and Outdoor Sports Throwing Games,"HugOutdoor 10Pcs Colour Suction Cup Darts
Material: Silicone, soft and elastic
Color box packaging
There are 2 different colored darts with 5 each +1 orange target
【the manufacturer_minimum_age attribute】 : 3 years old and above",meta_Sports_and_Outdoors,Sports & Outdoors,"['Sports & Outdoors', 'Sports', 'Leisure Sports & Game Room', 'Darts & Equipment', 'Darts']",HugOutdoor,4.2,50.0,25.99
B099Z7DSVY,2023-10-06,I-N-C Mens Band-Collar Utility Button Up Shirt,"Elevate your casual wardrobe with the I-N-C Men's Band-Collar Utility Button Up Shirt – an embodiment of modern simplicity and sophistication. Created by I-N-C as part of the International Concepts collection and crafted in Vietnam, this long sleeve shirt exudes versatile charm and comfort. The solid color provides a timeless canvas for your personal style to shine through.Featuring a buttoned left chest pocket and a full button-down placket, this shirt offers a blend of functionality and style. The rounded hemline adds a touch of finesse to the classic design, making it a staple for your casual wardrobe. Crafted from a blend of cotton and polyester, this shirt offers a medium weight density that keeps you comfortable year-round. Whether you're meeting friends or exploring the city, the I-N-C Men's Band-Collar Utility Button Up Shirt effortlessly completes your modern casual look.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Shirts', 'Casual Button-Down Shirts']",I-N-C,5.0,1.0,28.91
B0BZ891HX1,2023-03-22,Jumpsuits For Women Elegant Casual Summer Rompers Loose Floral Print Retro Strappy Bib Overalls Women Jumpsuit,"✦☪ Welcome to the Generic store, please start to enjoy your shopping journey,
our store has a wide variety of clothes, I think there is always one you will like!
✦☪ Quick delivery:
Under normal circumstances, the logistics of our store’s products will be delivered to you
quickly in about 8-15 days !!!
✦☪ Note:
Since the clothes in our shop are measured manually, there will be an error of 1-3cm.  At the same time, the clothes displayed on different monitors have a slight color difference, please forgive me!  Please check the size chart carefully before buying, we recommend you buy larger one, thank you!
✦☪ Service:
Within 30 natural days after receiving the goods, if there is any quality problem,  we will provide you with free return and exchange services.  In addition, if you have any questions, please feel free to contact us  and we will provide you with a solution within 24 hours.
Product description:
Product type: pantsPattern type: PatternedSleeve type: SleevelessNeck style: Off The ShoulderClosure type: Pull-OnStyle name: BohemianFront style: Flat FrontTarget gender: FemaleAge range description: AdultFit type: RegularTheme: Sports",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Jumpsuits, Rompers & Overalls', 'Overalls']",Generic,3.4,39.0,14.7
B0BW6F8S9R,2023-02-18,"for RPi Microcontroller Module, Mini Development Board, Dual Core for Arm Cortex M0plus Processor, with GC2SD Mirco SD Reader, for Gamecube for Wii Consoles (White)","Specification:Item Type: For RPi Microcontroller BoardMaterial: PCBASize: Approx. 5.1x2.1x0.4cm / 2.0x0.8x0.2inInterface: USB CProcessor: Dual Core for Arm Cortex M0+ ProcessorChip: for RPi RP2040 Microcontroller ChipOn Board Flash Memory: 16MBSRAM: 264KMaximum Operating Current: 500mAfor NGC Card Reader: Micro Storage Card (Maximum 512G)Features:Official For RPi Pico ModuleEasy To Install, Only 5 Wires Needed For SolderingDetailed Soldering Tutorial And Video InstructionsProgramming Via USB Cable, No Drivers Or Programs RequiredAutomatically Launches Any DOL Application Of Your Choice (Switzerland)Uses The IPL Injection Method Which Is Superior To Mods Like for XenoGCComplete Replacement For XENO+SWISS Boot Disk Method Of Operation26 x Multifunction GPIO Pins2 x SPI, 2 x I2C, 2 x UART, 3 x 12 Bit ADC, 16 x Controllable PWM ChannelsHow to Use:Remove the product and use it.Package List:1 x for Picoboot Development Board Copied Program5 x Electronic Wire 1 x Heat Shrink Tube 1 x Plastic Bracket1 x Double Sided Adhesive4 x Silicone Film1 x for NGC Card ReaderNote:Please allow some error in manual measurement.",meta_Electronics,Portable Audio & Accessories,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Single Board Computers']",Diyeeni,4.2,10.0,
B0C4CZ13X1,2023-05-04,"GOFLAME Portable Air Conditioner, 10000 BTU Powerful AC Unit with Remote Control and 4 Casters, 3-in-1 Air Cooler & Dehumidifier & Fan with 24H Timer, Child Lock for Living Room Bedroom Office, Black","Description:Our portable air conditioner offers soothing and cool air to you on hot summer days. Powerful cooling capacity and high airflow can quickly cools down large areas of 350 sq. ft. Additionally, 3 modes of cool, dehumidifying, and fan fulfills different requirements. The touch panel and remote control make it easier to adjust the functions of this portable air conditioner. In addition, with sleep mode, 24H timer and low operation noise, the air cooler will not disturb your working and sleeping. Whether used in the living room, bedroom or office, it will undoubtedly be a great option.Features:Efficiently cool down your room in a short time3-in-1 air conditioner combines fan, cooling, dehumidifier function into oneLow and high wind speed adjustment meet different needsFeatures adjustable air flow directionSleep mode and smart 24H timer function ensure good night's sleepQuiet operation with low noise improves sleeping qualityRemote control and touch panel for convenient operationSafety child lock prevents kids from getting hurt or causing danger4 universal casters and built-in handle for flexible movementRemovable and washable filter screen for easy cleaningSpecifications:Color: White/ White + BlackMaterial: ABSProduct Dimensions: 12.5"" x 12"" x 27.5"" (L x W x H)Cooling Capacity (ASHRAE): 10000BTUCooling Capacity (SACC): 6000 BTUAmp: 7.8 AAir Flow Rate: 194 CFMCoverage: 350 sq.ftVoltage: 115V/60HzDehumidifying Capacity: 51 Pints/DayTemperature Setting Range: 61℉~90℉Noise Level: ≤55 dBSuitable Window Width/Height: 25.5""-47""Length of Exhaust Hose: 5.2 ftDiameter of Exhaust Hose: 5.9""Length of Drain Hose: 2.1 ftDiameter of Drain Hose: 0.6""Length of Power Cord: 5.9 ftMax Remote Control Distance: 16.5 ftNet Weight: 49.5 lbs",meta_Home_and_Kitchen,Appliances,"['Home & Kitchen', 'Heating, Cooling & Air Quality', 'Air Conditioners', 'Portable']",GOFLAME,4.6,5.0,259.98
B0CB8CX639,2023-07-06,"100,000 BTU Hydronic Hot Water Hanging Unit Heater with Temperature Control Switch ALECOIL HHA100 Water to Air Heat Exchanger with Fan for Outdoor Wood Furnaces, Warehouse, Greenhouse, Garage Heating","ALECOIL hot water unit heaters are comprised of heating coil and centrifugal fan. Energized by hot water produced by a boiler or some other type of central water heating device. Hung from the ceiling, a centrifugal fan mounted behind the coil forces air through the hot coil thus drawing heat out of the coil and blown it to the area where heat is required. Unit offer efficient, whisper quiet operation, and comes with the temperature control switch, sensing the temperature of the water inlet to control the fan start/off, provide a simple way to set your desired temperature, maximize room comfort and energy-saving efficiency. Provides 100,000BTU heat output. Ideal for use in garage, warehouse, basement, workshop and greenhouse.",meta_Tools_and_Home_Improvement,Tools & Home Improvement,"['Tools & Home Improvement', 'Building Supplies', 'HVAC', 'Heaters & Accessories']",Alecoil,5.0,7.0,
B0BYTVNN1M,2023-03-18,RAIZE ART Original Giclee Print 8x10 Contemporary Metaphysical New Age Energy Auras Wall Art MEDITATION WOMAN Painting by Jociana Sauve Living Room Bedroom Den Home Decor,"Description: MEDITATION WOMAN original art giclée print on museum-quality, matte, archival, acid-free paper. A statement in any room. The woman in this painting has a bright, colorful aura that is expanding while she is meditating. This print is sure to remind you of your subtle body and auras as they impact your physical, emotional, and spiritual well-being. This one-of-a-kind metaphysical artwork will bring you high vibrations and positive energy!",meta_Handmade_Products,Handmade,"['Handmade Products', 'Home & Kitchen', 'Artwork', 'Prints']",Raize Art,5.0,1.0,
B0BRY4F4HS,2023-01-09,"SOFTSEA Twin Double Beds for Kids Twin and Twin Platform Beds, 2 Twin Beds for 2 Kids, Floor House Beds No Box Spring Needed","This SOFTSEA twin platform beds frame come with 2 twin beds. Two family members can enjoy their own bed at the same time. You’ll love it for its low height that’s easy to get in and out, so you don’t have to worry about your kid’s safety Description Material: Pine Wood+MDF Size: Twin&Twin Numbers of Package:1 Spring Box: No Need Assembly Required:Yes Origin:Vietnam Dimensions Overall Product Dimension: 81.3''L*80.1''W*67.1''H Package Dimension: 81.89”L * 15.98”W * 7.01”H Each Bed Dimension: 75.4''x 39.4'' Total Height: 67.1'' Number of Each Bed slats: 4pcs Overall Product Weight: 92.5lb Bed Weight Capability: 250lb Recommend Mattress Thickness: 6''",meta_Home_and_Kitchen,,"['Home & Kitchen', 'Furniture', 'Bedroom Furniture', 'Beds, Frames & Bases', 'Beds']",SOFTSEA,4.5,2.0,
B009T46MYG,2023-11-12,Madden Girl Women's Jemz,"Madden Girl is a division of Steve Madden -- the footwear fashion mogul of the 21st century who has inserted his company into virtually every aspect of the fashion industry. With his primary success and initial endeavor as a shoe designer, Mr. Madden has maintained the direct day-to-day responsibility for the design and marketing of the company's trend setting shoes for the past two decades.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Pumps']",Madden Girl,3.5,12.0,
B0C575NNQ8,2023-05-14,"50 Pcs Personalized Pens Bulk Custom Ballpoint Pen, Engraved Pen with Name Logo Text Stylus Pens for Touch Screens Bulk-for Businesses, Office, Events, Wedding Gift for Men Women - 18 Colors","WHY Choose Our Custom Ballpoint Pen Bulk:
A stylish and functional writing instrument that is perfect for various occasions. This pen is not just an ordinary writing tool; it's a personalized keepsake that can be customized to suit your individual preferences. With our custom pen, you have the option to engrave it with a logo, name, or any text of your choice. This makes it an excellent choice for promotional events, corporate gifts, or even personal use. Whether you want to showcase your business name or create a unique gift for someone special, our personalized bulk engraving service ensures that each pen is tailor-made to your specifications.
Features:
Our personalized custom pen is not only stylish but also affordable. We offer cheap personalized pens with no minimum order quantity, making it convenient for both individuals and businesses to order. Whether you need a single pen or a large quantity for an upcoming event, we've got you covered. Additionally, this pen makes a wonderful gift for weddings, birthdays, or any special occasion. It's a thoughtful and practical gift for men and women of all ages. The high-quality ink ensures a seamless flow, allowing you to effortlessly put your thoughts on paper. Whether you're taking notes, signing documents, or jotting down ideas, these pens will enhance your writing experience. What sets our Custom Ballpoint Pens apart is the 2-in-1 functionality. They come with a touch screen cap, making them compatible with various touch screen devices. From smartphones to tablets, you can easily navigate screens without the need for an additional stylus. It's a convenient feature that adds versatility to these personalized pens. Don't miss out on the opportunity to own a personalized pen that reflects your unique style and personality!",meta_Office_Products,Office Products,"['Office Products', 'Office & School Supplies', 'Writing & Correction Supplies', 'Pens & Refills', 'Ballpoint Pens']",Generic,4.6,5.0,
B0C6NRRRZV,2023-05-30,Carter's Unisex-Child Chance Rain Boot,"Save these for a rainy day (if he can even wait that long.) These awesome pull-on rainboots are clearly a must-wear situation, with their statement-making styling, quality rubber construction and lightly scented material to help reduce stinky situations.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Boys', 'Shoes', 'Boots']",Carter's,4.8,78.0,25.69
B0BXM23PZB,2023-02-21,"Lming Samsung Galaxy S23 Case with Kickstand, Cute Flowers Finger Grip Holder Sunflower Design Rugged Shockproof Slim Soft TPU+Hard PC Dual Laye Cover for Samsung S23 2023 5G 6.1inch (Sunflower)","LMING Samsung Galaxy S23 Series Magnetic Kickstand Case Material:PC back + TPU border. Soft TPU frame and unique cushion buffer corner absorb shocks of short falls. Comfortable ring kickstand [support magnetic car holder] Above screen and camera height, protect screen and camera. Precise cutouts for quick access. Tactile covered buttons for quick responsiveness. Stylish Design Best Gift: The premium design for samsung galaxy s23 5G rubber case stands out and bestows confidence and aesthetic taste to its master. Perfect gift for wife, mother, girlfriend and friends for Anniversary Day, Mother's Day, Birthday, Christmas Day, Valentine’s Day, etc.",meta_Cell_Phones_and_Accessories,Cell Phones & Accessories,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves', 'Basic Cases']",LMing,4.3,54.0,17.99
B0C6Z7NG6H,2023-06-03,"Degerde Large 14K Gold Hoop Earrings for Women Trendy, Dainty Gold Hoop Earrings Hoops, Gold Dangle Drop Earrings 14K Gold Earrings, Twisted & Infinity Big Gold Earrings, Dangling Gold Earrings for Women (50mm)","The 14k gold dangle earrings for women trendy are fashion and eye-catching, designed for beauty. The gold plated earrings for women are mismatched and asymmetrical, the well-polished finish help keep a stylish look, the fashion dangling gold hoop earrings 14k gold for women and girls! The unique and minimalist design makes the thin gold hoop earrings, big gold earrings an eye-catching accessory. The hoop earrings for women gold рlаtеd are easy to take it apart, you can wear as symmetrical dainty gold earrings hoops, unique and charming",meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Earrings', 'Hoop']",Degerde,4.1,7.0,69.95
B0CFTKJ7JS,2023-06-28,"Compatible with OnePlus Nord N30 5G Phone Case for Women Men, Ultra Soft OnePlus Nord N30 5G Case with Stand Silicone TPU Plating Cute Astronaut Pattern Cases Cover (Pink)","Compatible with OnePlus Nord N30 5G Case for Women Men, Ultra Soft OnePlus Nord N30 5G Phone Case with Stand Silicone TPU Plating Cute Astronaut Pattern Cases Cover
Specifications
❀Brand: Tiwinxing  ❀Packaging: 1* OnePlus Nord N30 5G case  ❀Material: TPU
Features
❀[Shockproof]: OnePlus Nord N30 5G cases astronaut is thickened and shockproof at four corners, which can effectively buffer the impact of the phone when it is dropped ❀ [Slim and Light]: The OnePlus Nord N30 5G case silicone is thin and light, easy to hold without adding extra weight. ❀[Precise cutting]: The precise cutting of the OnePlus Nord N30 5G phone cases makes it easy to use all the functions, ports and buttons of the phone.❀[Protection]: The all-inclusive case for OnePlus Nord N30 5G can provide additional protection for the screen and camera
Tips
❀ When ordering, please choose your size and color, we will despatch it to you. ❀ If you have any other questions, you can contact us by e-mail, and we will contact you as soon as possible.",meta_Cell_Phones_and_Accessories,,"['Cell Phones & Accessories', 'Cases, Holsters & Sleeves', 'Basic Cases']",Tiwinxing,3.5,8.0,13.59
B0BSGMQDXP,2023-01-17,TRQ Engine Exhaust O2 02 Oxygen Sensor Downstream Direct Fit Compatible with BMW New,"Item specifications:Install Tip: You may be required to reset the vehicle computer after installation of this part.Returns: Parts with electrical components cannot be returned once installed.Product Features Application Specific Design: No modifications and pre-calibrated Isotatic-pressed and plasma-sprayed for extended service life Double-Layered 310S Stainless Steel: Additional protection from moisture and debris Restored Engine Performance: Improved fuel economy and lower emissionsTRQ oxygen sensors are manufactured to precise specifications using premium raw materials to optimize your vehicle’s emission system. Each sensor is isostatically-pressed for improved strength and durability, and plasma-sprayed to improve sensitivity and prolong the service life of the sensors. Oxygen sensors wear out over time and should be replaced every 60,000 miles to prevent poor engine performance. TRQ recommends replacing the oxygen sensors in sets to optimize fuel economy and reduce overall emissions. All products are fit and road-tested in our Massachusetts R&D facility to ensure we deliver on our promise of Trusted Reliable Quality.What is Upstream vs. Downstream? Upstream location is between the catalytic converter and the engine Downstream location is between the catalytic converter and the tailpipe  Compatible with: 2014-16 BMW 228i Downstream Bank 1 Sensor 2Compatible with: 2015-16 BMW 228i xDrive Downstream Bank 1 Sensor 2Compatible with: 2013-18 BMW 320i Downstream Bank 1 Sensor 2Compatible with: 2013-18 BMW 320i xDrive Downstream Bank 1 Sensor 2Compatible with: 2014-16 BMW 328i Downstream Bank 1 Sensor 2Compatible with: 2012-13 BMW 328i L4 2.0L DownstreamCompatible with: 2014-16 BMW 328i GT xDrive Downstream Bank 1 Sensor 2Compatible with: 2014-16 BMW 328i xDrive Downstream Bank 1 Sensor 2",meta_Automotive,Automotive,"['Automotive', 'Replacement Parts', 'Sensors', 'Oxygen']",TRQ,5.0,1.0,
B0CBPBMC92,2023-07-12,"Bug Zapper, Electric Fly Swatter, Mosquito Zapper Outdoor/Indoor, 4200V 20W Waterproof Fly Zapper Mosquito Trap, Mosquito Killer for Home, Patio, Back","Available in the following points (Outdoor and Indoor):
1.With a convenient hanging ring on the top of the bug zapper, it can be hung on the tree or the porch of the patio
2.Suitable for patio, backyard, garden, balcony, bedroom, parlor, living room, kitchens,etc
Easy to clean:
1. Twist left and remove the collection tray
2. Clean up the tray with brush
3. Rinse it with water, then let it dry naturally
Maintenance warm tips:
1. Clean up the power grid and bug debris tray regularly
2. In the season when the bug zapper is not used, it is best to store it
How to keep bug zapper in good performance?
Clean up the power grid and bugs collection tray regularly
Put bug zapper work in the dark for good performance
Change the position of bug zapper every once in a while
Keep away from bug zapper, otherwise, people instead of blue light become an attraction for bugs",meta_Patio_Lawn_and_Garden,All Electronics,"['Patio, Lawn & Garden', 'Pest Control', 'Bug Zappers']",Hweryho,2.6,25.0,25.99
B0BZP7GDLH,2023-03-27,Uiwuqh Men's Shorts Breathable Basketball Mesh Shorts Lightweight Sweatpants Beach Quick Dry Workout Shorts for Men Women,"Fuller cut for complete comfortable Light ,wicks sweat,quick-drying, ultra-soft Encased elastic waistband with internal drawcord can be adjusted to achieve perfect fit Handy side pockets Hand or machine wash on low heat. Do not bleach, hang or dry",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Active Shorts']",Uiwuqh,3.7,30.0,
B0C62NPPJ7,2023-05-23,Clarks Men's Whiddon Step Loafer,"Clarks Men Whiddon Step: This full grain leather style matches a professional appearance to an easy, slip-on fit. A pair of flexible elastic gores eliminate the need for laces, and a burnished apron toe solidifies its dress appeal. As an Ultimate Comfort style, it features a moisture-wicking Ortholite footbed that reduces shock.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Loafers & Slip-Ons']",Clarks,4.3,480.0,54.12
